"","ZIP","COUNTYNAME","STATE","STCOUNTYFP","CLASSFP"
"3942",94977,"Marin County","CA",6041,"H1"
"3943",94946,"Marin County","CA",6041,"H1"
"3944",94915,"Marin County","CA",6041,"H1"
"3945",94914,"Marin County","CA",6041,"H1"
"3946",94971,"Marin County","CA",6041,"H1"
"3947",94929,"Marin County","CA",6041,"H1"
"3948",94947,"Marin County","CA",6041,"H1"
"3949",94960,"Marin County","CA",6041,"H1"
"3950",94978,"Marin County","CA",6041,"H1"
"3951",94957,"Marin County","CA",6041,"H1"
"3952",93623,"Mariposa County","CA",6043,"H1"
"3953",93601,"Mariposa County","CA",6043,"H1"
"3954",95345,"Mariposa County","CA",6043,"H1"
"3955",95306,"Mariposa County","CA",6043,"H1"
"3956",95338,"Mariposa County","CA",6043,"H1"
"3957",95321,"Mariposa County","CA",6043,"H1"
"3958",95369,"Mariposa County","CA",6043,"H1"
"3959",95311,"Mariposa County","CA",6043,"H1"
"3960",95389,"Mariposa County","CA",6043,"H1"
"3961",95318,"Mariposa County","CA",6043,"H1"
"3962",95325,"Mariposa County","CA",6043,"H1"
"3963",95329,"Mariposa County","CA",6043,"H1"
"3964",93653,"Mariposa County","CA",6043,"H1"
"3965",95437,"Mendocino County","CA",6045,"H1"
"3966",95488,"Mendocino County","CA",6045,"H1"
"3967",95494,"Mendocino County","CA",6045,"H1"
"3968",95589,"Mendocino County","CA",6045,"H1"
"3969",95466,"Mendocino County","CA",6045,"H1"
"3970",95469,"Mendocino County","CA",6045,"H1"
"3971",95427,"Mendocino County","CA",6045,"H1"
"3972",95415,"Mendocino County","CA",6045,"H1"
"3973",95587,"Mendocino County","CA",6045,"H1"
"3974",95460,"Mendocino County","CA",6045,"H1"
"3975",95417,"Mendocino County","CA",6045,"H1"
"3976",95459,"Mendocino County","CA",6045,"H1"
"3977",95482,"Mendocino County","CA",6045,"H1"
"3978",95585,"Mendocino County","CA",6045,"H1"
"3979",95432,"Mendocino County","CA",6045,"H1"
"3980",95420,"Mendocino County","CA",6045,"H1"
"3981",95463,"Mendocino County","CA",6045,"H1"
"3982",95470,"Mendocino County","CA",6045,"H1"
"3983",95429,"Mendocino County","CA",6045,"H1"
"3984",95456,"Mendocino County","CA",6045,"H1"
"3985",95481,"Mendocino County","CA",6045,"H1"
"3986",95445,"Mendocino County","CA",6045,"H1"
"3987",95490,"Mendocino County","CA",6045,"H1"
"3988",95454,"Mendocino County","CA",6045,"H1"
"3989",95449,"Mendocino County","CA",6045,"H1"
"3990",95468,"Mendocino County","CA",6045,"H1"
"3991",95410,"Mendocino County","CA",6045,"H1"
"3992",95418,"Mendocino County","CA",6045,"H1"
"3993",95428,"Mendocino County","CA",6045,"H1"
"3994",95542,"Mendocino County","CA",6045,"H1"
"3995",95369,"Merced County","CA",6047,"H1"
"3996",95333,"Merced County","CA",6047,"H1"
"3997",95360,"Merced County","CA",6047,"H1"
"3998",93665,"Merced County","CA",6047,"H1"
"3999",95334,"Merced County","CA",6047,"H1"
"4000",93661,"Merced County","CA",6047,"H1"
"4001",95322,"Merced County","CA",6047,"H1"
"4002",95343,"Merced County","CA",6047,"H1"
"4003",95344,"Merced County","CA",6047,"H1"
"4004",95365,"Merced County","CA",6047,"H1"
"4005",95341,"Merced County","CA",6047,"H1"
"4006",95315,"Merced County","CA",6047,"H1"
"4007",95324,"Merced County","CA",6047,"H1"
"4008",95388,"Merced County","CA",6047,"H1"
"4009",95303,"Merced County","CA",6047,"H1"
"4010",93622,"Merced County","CA",6047,"H1"
"4011",95301,"Merced County","CA",6047,"H1"
"4012",95374,"Merced County","CA",6047,"H1"
"4013",93635,"Merced County","CA",6047,"H1"
"4014",95316,"Merced County","CA",6047,"H1"
"4015",95317,"Merced County","CA",6047,"H1"
"4016",95348,"Merced County","CA",6047,"H1"
"4017",95340,"Merced County","CA",6047,"H1"
"4018",95380,"Merced County","CA",6047,"H1"
"4019",93620,"Merced County","CA",6047,"H1"
"4020",93610,"Merced County","CA",6047,"H1"
"4021",95312,"Merced County","CA",6047,"H1"
"4022",96056,"Modoc County","CA",6049,"H1"
"4023",96054,"Modoc County","CA",6049,"H1"
"4024",96116,"Modoc County","CA",6049,"H1"
"4025",96104,"Modoc County","CA",6049,"H1"
"4026",96134,"Modoc County","CA",6049,"H1"
"4027",96015,"Modoc County","CA",6049,"H1"
"4028",96108,"Modoc County","CA",6049,"H1"
"4029",96112,"Modoc County","CA",6049,"H1"
"4030",96115,"Modoc County","CA",6049,"H1"
"4031",96110,"Modoc County","CA",6049,"H1"
"4032",96101,"Modoc County","CA",6049,"H1"
"4033",96006,"Modoc County","CA",6049,"H1"
"4034",93514,"Mono County","CA",6051,"H1"
"4035",96107,"Mono County","CA",6051,"H1"
"4036",96133,"Mono County","CA",6051,"H1"
"4037",93541,"Mono County","CA",6051,"H1"
"4038",93512,"Mono County","CA",6051,"H1"
"4039",93517,"Mono County","CA",6051,"H1"
"4040",93529,"Mono County","CA",6051,"H1"
"4041",93546,"Mono County","CA",6051,"H1"
"4042",93901,"Monterey County","CA",6053,"H1"
"4043",93912,"Monterey County","CA",6053,"H1"
"4044",93905,"Monterey County","CA",6053,"H1"
"4045",95012,"Monterey County","CA",6053,"H1"
"4046",93942,"Monterey County","CA",6053,"H1"
"4047",93954,"Monterey County","CA",6053,"H1"
"4048",93923,"Monterey County","CA",6053,"H1"
"4049",93926,"Monterey County","CA",6053,"H1"
"4050",93925,"Monterey County","CA",6053,"H1"
"4051",95076,"Monterey County","CA",6053,"H1"
"4052",93920,"Monterey County","CA",6053,"H1"
"4053",93450,"Monterey County","CA",6053,"H1"
"4054",93906,"Monterey County","CA",6053,"H1"
"4055",93908,"Monterey County","CA",6053,"H1"
"4056",93930,"Monterey County","CA",6053,"H1"
"4057",93940,"Monterey County","CA",6053,"H1"
"4058",93932,"Monterey County","CA",6053,"H1"
"4059",93955,"Monterey County","CA",6053,"H1"
"4060",93915,"Monterey County","CA",6053,"H1"
"4061",95004,"Monterey County","CA",6053,"H1"
"4062",93953,"Monterey County","CA",6053,"H1"
"4063",93950,"Monterey County","CA",6053,"H1"
"4064",93933,"Monterey County","CA",6053,"H1"
"4065",93927,"Monterey County","CA",6053,"H1"
"4066",93451,"Monterey County","CA",6053,"H1"
"4067",93426,"Monterey County","CA",6053,"H1"
"4068",93943,"Monterey County","CA",6053,"H1"
"4069",93907,"Monterey County","CA",6053,"H1"
"4070",93924,"Monterey County","CA",6053,"H1"
"4071",93921,"Monterey County","CA",6053,"H1"
"4072",93960,"Monterey County","CA",6053,"H1"
"4073",93922,"Monterey County","CA",6053,"H1"
"4074",93944,"Monterey County","CA",6053,"H1"
"4075",93902,"Monterey County","CA",6053,"H1"
"4076",95039,"Monterey County","CA",6053,"H1"
"4077",93962,"Monterey County","CA",6053,"H1"
"4078",93928,"Monterey County","CA",6053,"H1"
"4079",94591,"Napa County","CA",6055,"H1"
"4080",94562,"Napa County","CA",6055,"H1"
"4081",94559,"Napa County","CA",6055,"H1"
"4082",94581,"Napa County","CA",6055,"H1"
"4083",94503,"Napa County","CA",6055,"H1"
"4084",94515,"Napa County","CA",6055,"H1"
"4085",94567,"Napa County","CA",6055,"H1"
"4086",94599,"Napa County","CA",6055,"H1"
"4087",94573,"Napa County","CA",6055,"H1"
"4088",94576,"Napa County","CA",6055,"H1"
"4089",95461,"Napa County","CA",6055,"H1"
"4090",94508,"Napa County","CA",6055,"H1"
"4091",95476,"Napa County","CA",6055,"H1"
"4092",94574,"Napa County","CA",6055,"H1"
"4093",94558,"Napa County","CA",6055,"H1"
"4094",96162,"Nevada County","CA",6057,"H1"
"4095",95602,"Nevada County","CA",6057,"H1"
"4096",96111,"Nevada County","CA",6057,"H1"
"4097",96161,"Nevada County","CA",6057,"H1"
"4098",95975,"Nevada County","CA",6057,"H1"
"4099",95712,"Nevada County","CA",6057,"H1"
"4100",95959,"Nevada County","CA",6057,"H1"
"4101",95946,"Nevada County","CA",6057,"H1"
"4102",95728,"Nevada County","CA",6057,"H1"
"4103",95924,"Nevada County","CA",6057,"H1"
"4104",95986,"Nevada County","CA",6057,"H1"
"4105",95949,"Nevada County","CA",6057,"H1"
"4106",95945,"Nevada County","CA",6057,"H1"
"4107",95977,"Nevada County","CA",6057,"H1"
"4108",95960,"Nevada County","CA",6057,"H1"
"4109",96160,"Nevada County","CA",6057,"H1"
"4110",90740,"Orange County","CA",6059,"H1"
"4111",90680,"Orange County","CA",6059,"H1"
"4112",92627,"Orange County","CA",6059,"H1"
"4113",92628,"Orange County","CA",6059,"H1"
"4114",90620,"Orange County","CA",6059,"H1"
"4115",92673,"Orange County","CA",6059,"H1"
"4116",92869,"Orange County","CA",6059,"H1"
"4117",92825,"Orange County","CA",6059,"H1"
"4118",92831,"Orange County","CA",6059,"H1"
"4119",92708,"Orange County","CA",6059,"H1"
"4120",92801,"Orange County","CA",6059,"H1"
"4121",92707,"Orange County","CA",6059,"H1"
"4122",92834,"Orange County","CA",6059,"H1"
"4123",92867,"Orange County","CA",6059,"H1"
"4124",92616,"Orange County","CA",6059,"H1"
"4125",92674,"Orange County","CA",6059,"H1"
"4126",92799,"Orange County","CA",6059,"H1"
"4127",92711,"Orange County","CA",6059,"H1"
"4128",92697,"Orange County","CA",6059,"H1"
"4129",92803,"Orange County","CA",6059,"H1"
"4130",92885,"Orange County","CA",6059,"H1"
"4131",92859,"Orange County","CA",6059,"H1"
"4132",92735,"Orange County","CA",6059,"H1"
"4133",92605,"Orange County","CA",6059,"H1"
"4134",92864,"Orange County","CA",6059,"H1"
"4135",92612,"Orange County","CA",6059,"H1"
"4136",92618,"Orange County","CA",6059,"H1"
"4137",92603,"Orange County","CA",6059,"H1"
"4138",92604,"Orange County","CA",6059,"H1"
"4139",92679,"Orange County","CA",6059,"H1"
"4140",92637,"Orange County","CA",6059,"H1"
"4141",92653,"Orange County","CA",6059,"H1"
"4142",92659,"Orange County","CA",6059,"H1"
"4143",92704,"Orange County","CA",6059,"H1"
"4144",92804,"Orange County","CA",6059,"H1"
"4145",90742,"Orange County","CA",6059,"H1"
"4146",92617,"Orange County","CA",6059,"H1"
"4147",92676,"Orange County","CA",6059,"H1"
"4148",92652,"Orange County","CA",6059,"H1"
"4149",90633,"Orange County","CA",6059,"H1"
"4150",92836,"Orange County","CA",6059,"H1"
"4151",92846,"Orange County","CA",6059,"H1"
"4152",90720,"Orange County","CA",6059,"H1"
"4153",92624,"Orange County","CA",6059,"H1"
"4154",90622,"Orange County","CA",6059,"H1"
"4155",92672,"Orange County","CA",6059,"H1"
"4156",92675,"Orange County","CA",6059,"H1"
"4157",92677,"Orange County","CA",6059,"H1"
"4158",92647,"Orange County","CA",6059,"H1"
"4159",92649,"Orange County","CA",6059,"H1"
"4160",92651,"Orange County","CA",6059,"H1"
"4161",92660,"Orange County","CA",6059,"H1"
"4162",92701,"Orange County","CA",6059,"H1"
"4163",92703,"Orange County","CA",6059,"H1"
"4164",92845,"Orange County","CA",6059,"H1"
"4165",92809,"Orange County","CA",6059,"H1"
"4166",92654,"Orange County","CA",6059,"H1"
"4167",92861,"Orange County","CA",6059,"H1"
"4168",92863,"Orange County","CA",6059,"H1"
"4169",92812,"Orange County","CA",6059,"H1"
"4170",90743,"Orange County","CA",6059,"H1"
"4171",92602,"Orange County","CA",6059,"H1"
"4172",92609,"Orange County","CA",6059,"H1"
"4173",90623,"Orange County","CA",6059,"H1"
"4174",90631,"Orange County","CA",6059,"H1"
"4175",90632,"Orange County","CA",6059,"H1"
"4176",92683,"Orange County","CA",6059,"H1"
"4177",92630,"Orange County","CA",6059,"H1"
"4178",92692,"Orange County","CA",6059,"H1"
"4179",92835,"Orange County","CA",6059,"H1"
"4180",92842,"Orange County","CA",6059,"H1"
"4181",92857,"Orange County","CA",6059,"H1"
"4182",92615,"Orange County","CA",6059,"H1"
"4183",92684,"Orange County","CA",6059,"H1"
"4184",90638,"Orange County","CA",6059,"H1"
"4185",92814,"Orange County","CA",6059,"H1"
"4186",92899,"Orange County","CA",6059,"H1"
"4187",92619,"Orange County","CA",6059,"H1"
"4188",90630,"Orange County","CA",6059,"H1"
"4189",92656,"Orange County","CA",6059,"H1"
"4190",92661,"Orange County","CA",6059,"H1"
"4191",92870,"Orange County","CA",6059,"H1"
"4192",92886,"Orange County","CA",6059,"H1"
"4193",92806,"Orange County","CA",6059,"H1"
"4194",92821,"Orange County","CA",6059,"H1"
"4195",92833,"Orange County","CA",6059,"H1"
"4196",92807,"Orange County","CA",6059,"H1"
"4197",92844,"Orange County","CA",6059,"H1"
"4198",92866,"Orange County","CA",6059,"H1"
"4199",92802,"Orange County","CA",6059,"H1"
"4200",92782,"Orange County","CA",6059,"H1"
"4201",92822,"Orange County","CA",6059,"H1"
"4202",92838,"Orange County","CA",6059,"H1"
"4203",92823,"Orange County","CA",6059,"H1"
"4204",92871,"Orange County","CA",6059,"H1"
"4205",92856,"Orange County","CA",6059,"H1"
"4206",92862,"Orange County","CA",6059,"H1"
"4207",92698,"Orange County","CA",6059,"H1"
"4208",92606,"Orange County","CA",6059,"H1"
"4209",92658,"Orange County","CA",6059,"H1"
"4210",92688,"Orange County","CA",6059,"H1"
"4211",92655,"Orange County","CA",6059,"H1"
"4212",92840,"Orange County","CA",6059,"H1"
"4213",92841,"Orange County","CA",6059,"H1"
"4214",92780,"Orange County","CA",6059,"H1"
"4215",92805,"Orange County","CA",6059,"H1"
"4216",92817,"Orange County","CA",6059,"H1"
"4217",92832,"Orange County","CA",6059,"H1"
"4218",92865,"Orange County","CA",6059,"H1"
"4219",92607,"Orange County","CA",6059,"H1"
"4220",92837,"Orange County","CA",6059,"H1"
"4221",92816,"Orange County","CA",6059,"H1"
"4222",92614,"Orange County","CA",6059,"H1"
"4223",92610,"Orange County","CA",6059,"H1"
"4224",92620,"Orange County","CA",6059,"H1"
"4225",90621,"Orange County","CA",6059,"H1"
"4226",92648,"Orange County","CA",6059,"H1"
"4227",92691,"Orange County","CA",6059,"H1"
"4228",92887,"Orange County","CA",6059,"H1"
"4229",92843,"Orange County","CA",6059,"H1"
"4230",92706,"Orange County","CA",6059,"H1"
"4231",92811,"Orange County","CA",6059,"H1"
"4232",92728,"Orange County","CA",6059,"H1"
"4233",90721,"Orange County","CA",6059,"H1"
"4234",92815,"Orange County","CA",6059,"H1"
"4235",92693,"Orange County","CA",6059,"H1"
"4236",90808,"Orange County","CA",6059,"H1"
"4237",92625,"Orange County","CA",6059,"H1"
"4238",92623,"Orange County","CA",6059,"H1"
"4239",92626,"Orange County","CA",6059,"H1"
"4240",92629,"Orange County","CA",6059,"H1"
"4241",92663,"Orange County","CA",6059,"H1"
"4242",92657,"Orange County","CA",6059,"H1"
"4243",92646,"Orange County","CA",6059,"H1"
"4244",92662,"Orange County","CA",6059,"H1"
"4245",92694,"Orange County","CA",6059,"H1"
"4246",92690,"Orange County","CA",6059,"H1"
"4247",92702,"Orange County","CA",6059,"H1"
"4248",92868,"Orange County","CA",6059,"H1"
"4249",92808,"Orange County","CA",6059,"H1"
"4250",92705,"Orange County","CA",6059,"H1"
"4251",92781,"Orange County","CA",6059,"H1"
"4252",92678,"Orange County","CA",6059,"H1"
"4253",92685,"Orange County","CA",6059,"H1"
"4254",92650,"Orange County","CA",6059,"H1"
"4255",90624,"Orange County","CA",6059,"H1"
"4256",96161,"Placer County","CA",6061,"H1"
"4257",95658,"Placer County","CA",6061,"H1"
"4258",95717,"Placer County","CA",6061,"H1"
"4259",95631,"Placer County","CA",6061,"H1"
"4260",96145,"Placer County","CA",6061,"H1"
"4261",95668,"Placer County","CA",6061,"H1"
"4262",96141,"Placer County","CA",6061,"H1"
"4263",95663,"Placer County","CA",6061,"H1"
"4264",95650,"Placer County","CA",6061,"H1"
"4265",95604,"Placer County","CA",6061,"H1"
"4266",95602,"Placer County","CA",6061,"H1"
"4267",95681,"Placer County","CA",6061,"H1"
"4268",95701,"Placer County","CA",6061,"H1"
"4269",95703,"Placer County","CA",6061,"H1"
"4270",95626,"Placer County","CA",6061,"H1"
"4271",96142,"Placer County","CA",6061,"H1"
"4272",95714,"Placer County","CA",6061,"H1"
"4273",95765,"Placer County","CA",6061,"H1"
"4274",95678,"Placer County","CA",6061,"H1"
"4275",96143,"Placer County","CA",6061,"H1"
"4276",95713,"Placer County","CA",6061,"H1"
"4277",95722,"Placer County","CA",6061,"H1"
"4278",95648,"Placer County","CA",6061,"H1"
"4279",96146,"Placer County","CA",6061,"H1"
"4280",95959,"Placer County","CA",6061,"H1"
"4281",95747,"Placer County","CA",6061,"H1"
"4282",95603,"Placer County","CA",6061,"H1"
"4283",95677,"Placer County","CA",6061,"H1"
"4284",96140,"Placer County","CA",6061,"H1"
"4285",95715,"Placer County","CA",6061,"H1"
"4286",95746,"Placer County","CA",6061,"H1"
"4287",95661,"Placer County","CA",6061,"H1"
"4288",96148,"Placer County","CA",6061,"H1"
"4289",95736,"Placer County","CA",6061,"H1"
"4290",96122,"Plumas County","CA",6063,"H1"
"4291",95983,"Plumas County","CA",6063,"H1"
"4292",95923,"Plumas County","CA",6063,"H1"
"4293",96106,"Plumas County","CA",6063,"H1"
"4294",95915,"Plumas County","CA",6063,"H1"
"4295",96129,"Plumas County","CA",6063,"H1"
"4296",95934,"Plumas County","CA",6063,"H1"
"4297",95981,"Plumas County","CA",6063,"H1"
"4298",95971,"Plumas County","CA",6063,"H1"
"4299",96020,"Plumas County","CA",6063,"H1"
"4300",96137,"Plumas County","CA",6063,"H1"
"4301",95980,"Plumas County","CA",6063,"H1"
"4302",96103,"Plumas County","CA",6063,"H1"
"4303",95984,"Plumas County","CA",6063,"H1"
"4304",95930,"Plumas County","CA",6063,"H1"
"4305",96135,"Plumas County","CA",6063,"H1"
"4306",95947,"Plumas County","CA",6063,"H1"
"4307",95956,"Plumas County","CA",6063,"H1"
"4308",96105,"Plumas County","CA",6063,"H1"
"4309",92555,"Riverside County","CA",6065,"H1"
"4310",92509,"Riverside County","CA",6065,"H1"
"4311",92517,"Riverside County","CA",6065,"H1"
"4312",92530,"Riverside County","CA",6065,"H1"
"4313",92504,"Riverside County","CA",6065,"H1"
"4314",92236,"Riverside County","CA",6065,"H1"
"4315",92324,"Riverside County","CA",6065,"H1"
"4316",92584,"Riverside County","CA",6065,"H1"
"4317",92595,"Riverside County","CA",6065,"H1"
"4318",92882,"Riverside County","CA",6065,"H1"
"4319",92513,"Riverside County","CA",6065,"H1"
"4320",92516,"Riverside County","CA",6065,"H1"
"4321",92239,"Riverside County","CA",6065,"H1"
"4322",92503,"Riverside County","CA",6065,"H1"
"4323",92570,"Riverside County","CA",6065,"H1"
"4324",92505,"Riverside County","CA",6065,"H1"
"4325",92551,"Riverside County","CA",6065,"H1"
"4326",92282,"Riverside County","CA",6065,"H1"
"4327",92240,"Riverside County","CA",6065,"H1"
"4328",92223,"Riverside County","CA",6065,"H1"
"4329",92201,"Riverside County","CA",6065,"H1"
"4330",92203,"Riverside County","CA",6065,"H1"
"4331",92210,"Riverside County","CA",6065,"H1"
"4332",92590,"Riverside County","CA",6065,"H1"
"4333",92596,"Riverside County","CA",6065,"H1"
"4334",92860,"Riverside County","CA",6065,"H1"
"4335",92230,"Riverside County","CA",6065,"H1"
"4336",92255,"Riverside County","CA",6065,"H1"
"4337",92502,"Riverside County","CA",6065,"H1"
"4338",92877,"Riverside County","CA",6065,"H1"
"4339",92202,"Riverside County","CA",6065,"H1"
"4340",92521,"Riverside County","CA",6065,"H1"
"4341",92028,"Riverside County","CA",6065,"H1"
"4342",92522,"Riverside County","CA",6065,"H1"
"4343",92599,"Riverside County","CA",6065,"H1"
"4344",92544,"Riverside County","CA",6065,"H1"
"4345",92557,"Riverside County","CA",6065,"H1"
"4346",92539,"Riverside County","CA",6065,"H1"
"4347",92545,"Riverside County","CA",6065,"H1"
"4348",92536,"Riverside County","CA",6065,"H1"
"4349",92276,"Riverside County","CA",6065,"H1"
"4350",92881,"Riverside County","CA",6065,"H1"
"4351",92320,"Riverside County","CA",6065,"H1"
"4352",92878,"Riverside County","CA",6065,"H1"
"4353",92373,"Riverside County","CA",6065,"H1"
"4354",92549,"Riverside County","CA",6065,"H1"
"4355",92507,"Riverside County","CA",6065,"H1"
"4356",92561,"Riverside County","CA",6065,"H1"
"4357",92264,"Riverside County","CA",6065,"H1"
"4358",92260,"Riverside County","CA",6065,"H1"
"4359",92274,"Riverside County","CA",6065,"H1"
"4360",92253,"Riverside County","CA",6065,"H1"
"4361",92254,"Riverside County","CA",6065,"H1"
"4362",92211,"Riverside County","CA",6065,"H1"
"4363",92586,"Riverside County","CA",6065,"H1"
"4364",92585,"Riverside County","CA",6065,"H1"
"4365",92587,"Riverside County","CA",6065,"H1"
"4366",92571,"Riverside County","CA",6065,"H1"
"4367",92263,"Riverside County","CA",6065,"H1"
"4368",92589,"Riverside County","CA",6065,"H1"
"4369",92247,"Riverside County","CA",6065,"H1"
"4370",92226,"Riverside County","CA",6065,"H1"
"4371",92508,"Riverside County","CA",6065,"H1"
"4372",92532,"Riverside County","CA",6065,"H1"
"4373",92563,"Riverside County","CA",6065,"H1"
"4374",92262,"Riverside County","CA",6065,"H1"
"4375",92234,"Riverside County","CA",6065,"H1"
"4376",92248,"Riverside County","CA",6065,"H1"
"4377",92583,"Riverside County","CA",6065,"H1"
"4378",92593,"Riverside County","CA",6065,"H1"
"4379",92879,"Riverside County","CA",6065,"H1"
"4380",92531,"Riverside County","CA",6065,"H1"
"4381",92562,"Riverside County","CA",6065,"H1"
"4382",92518,"Riverside County","CA",6065,"H1"
"4383",92270,"Riverside County","CA",6065,"H1"
"4384",92225,"Riverside County","CA",6065,"H1"
"4385",92235,"Riverside County","CA",6065,"H1"
"4386",92581,"Riverside County","CA",6065,"H1"
"4387",92591,"Riverside County","CA",6065,"H1"
"4388",92883,"Riverside County","CA",6065,"H1"
"4389",92261,"Riverside County","CA",6065,"H1"
"4390",92564,"Riverside County","CA",6065,"H1"
"4391",91708,"Riverside County","CA",6065,"H1"
"4392",92548,"Riverside County","CA",6065,"H1"
"4393",92553,"Riverside County","CA",6065,"H1"
"4394",92567,"Riverside County","CA",6065,"H1"
"4395",92546,"Riverside County","CA",6065,"H1"
"4396",92552,"Riverside County","CA",6065,"H1"
"4397",91752,"Riverside County","CA",6065,"H1"
"4398",92241,"Riverside County","CA",6065,"H1"
"4399",92220,"Riverside County","CA",6065,"H1"
"4400",92592,"Riverside County","CA",6065,"H1"
"4401",92519,"Riverside County","CA",6065,"H1"
"4402",92514,"Riverside County","CA",6065,"H1"
"4403",92399,"Riverside County","CA",6065,"H1"
"4404",92258,"Riverside County","CA",6065,"H1"
"4405",92543,"Riverside County","CA",6065,"H1"
"4406",92501,"Riverside County","CA",6065,"H1"
"4407",92506,"Riverside County","CA",6065,"H1"
"4408",92582,"Riverside County","CA",6065,"H1"
"4409",92880,"Riverside County","CA",6065,"H1"
"4410",92572,"Riverside County","CA",6065,"H1"
"4411",92556,"Riverside County","CA",6065,"H1"
"4412",95757,"Sacramento County","CA",6067,"H1"
"4413",95819,"Sacramento County","CA",6067,"H1"
"4414",95864,"Sacramento County","CA",6067,"H1"
"4415",95630,"Sacramento County","CA",6067,"H1"
"4416",95673,"Sacramento County","CA",6067,"H1"
"4417",95641,"Sacramento County","CA",6067,"H1"
"4418",94571,"Sacramento County","CA",6067,"H1"
"4419",95840,"Sacramento County","CA",6067,"H1"
"4420",95816,"Sacramento County","CA",6067,"H1"
"4421",95814,"Sacramento County","CA",6067,"H1"
"4422",95838,"Sacramento County","CA",6067,"H1"
"4423",95835,"Sacramento County","CA",6067,"H1"
"4424",95638,"Sacramento County","CA",6067,"H1"
"4425",95626,"Sacramento County","CA",6067,"H1"
"4426",95693,"Sacramento County","CA",6067,"H1"
"4427",95615,"Sacramento County","CA",6067,"H1"
"4428",95894,"Sacramento County","CA",6067,"H1"
"4429",95836,"Sacramento County","CA",6067,"H1"
"4430",95841,"Sacramento County","CA",6067,"H1"
"4431",95832,"Sacramento County","CA",6067,"H1"
"4432",95829,"Sacramento County","CA",6067,"H1"
"4433",95611,"Sacramento County","CA",6067,"H1"
"4434",95652,"Sacramento County","CA",6067,"H1"
"4435",95763,"Sacramento County","CA",6067,"H1"
"4436",95865,"Sacramento County","CA",6067,"H1"
"4437",95852,"Sacramento County","CA",6067,"H1"
"4438",95690,"Sacramento County","CA",6067,"H1"
"4439",95759,"Sacramento County","CA",6067,"H1"
"4440",95813,"Sacramento County","CA",6067,"H1"
"4441",95818,"Sacramento County","CA",6067,"H1"
"4442",95817,"Sacramento County","CA",6067,"H1"
"4443",95820,"Sacramento County","CA",6067,"H1"
"4444",95741,"Sacramento County","CA",6067,"H1"
"4445",95837,"Sacramento County","CA",6067,"H1"
"4446",95831,"Sacramento County","CA",6067,"H1"
"4447",95609,"Sacramento County","CA",6067,"H1"
"4448",95830,"Sacramento County","CA",6067,"H1"
"4449",95680,"Sacramento County","CA",6067,"H1"
"4450",95823,"Sacramento County","CA",6067,"H1"
"4451",95758,"Sacramento County","CA",6067,"H1"
"4452",95742,"Sacramento County","CA",6067,"H1"
"4453",95811,"Sacramento County","CA",6067,"H1"
"4454",95827,"Sacramento County","CA",6067,"H1"
"4455",95825,"Sacramento County","CA",6067,"H1"
"4456",95632,"Sacramento County","CA",6067,"H1"
"4457",95670,"Sacramento County","CA",6067,"H1"
"4458",95608,"Sacramento County","CA",6067,"H1"
"4459",95610,"Sacramento County","CA",6067,"H1"
"4460",95628,"Sacramento County","CA",6067,"H1"
"4461",95866,"Sacramento County","CA",6067,"H1"
"4462",95867,"Sacramento County","CA",6067,"H1"
"4463",95639,"Sacramento County","CA",6067,"H1"
"4464",95822,"Sacramento County","CA",6067,"H1"
"4465",95815,"Sacramento County","CA",6067,"H1"
"4466",95833,"Sacramento County","CA",6067,"H1"
"4467",95624,"Sacramento County","CA",6067,"H1"
"4468",95671,"Sacramento County","CA",6067,"H1"
"4469",95821,"Sacramento County","CA",6067,"H1"
"4470",95683,"Sacramento County","CA",6067,"H1"
"4471",95843,"Sacramento County","CA",6067,"H1"
"4472",95834,"Sacramento County","CA",6067,"H1"
"4473",95842,"Sacramento County","CA",6067,"H1"
"4474",95662,"Sacramento County","CA",6067,"H1"
"4475",95660,"Sacramento County","CA",6067,"H1"
"4476",95860,"Sacramento County","CA",6067,"H1"
"4477",95655,"Sacramento County","CA",6067,"H1"
"4478",95824,"Sacramento County","CA",6067,"H1"
"4479",95828,"Sacramento County","CA",6067,"H1"
"4480",95826,"Sacramento County","CA",6067,"H1"
"4481",95851,"Sacramento County","CA",6067,"H1"
"4482",95621,"Sacramento County","CA",6067,"H1"
"4483",95812,"Sacramento County","CA",6067,"H1"
"4484",95853,"Sacramento County","CA",6067,"H1"
"4485",95678,"Sacramento County","CA",6067,"H1"
"4486",95043,"San Benito County","CA",6069,"H1"
"4487",95004,"San Benito County","CA",6069,"H1"
"4488",95045,"San Benito County","CA",6069,"H1"
"4489",95023,"San Benito County","CA",6069,"H1"
"4490",95024,"San Benito County","CA",6069,"H1"
"4491",95075,"San Benito County","CA",6069,"H1"
"4492",93925,"San Benito County","CA",6069,"H1"
"4493",92410,"San Bernardino County","CA",6071,"H1"
"4494",92411,"San Bernardino County","CA",6071,"H1"
"4495",91730,"San Bernardino County","CA",6071,"H1"
"4496",91762,"San Bernardino County","CA",6071,"H1"
"4497",92373,"San Bernardino County","CA",6071,"H1"
"4498",92345,"San Bernardino County","CA",6071,"H1"
"4499",92312,"San Bernardino County","CA",6071,"H1"
"4500",92315,"San Bernardino County","CA",6071,"H1"
"4501",91759,"San Bernardino County","CA",6071,"H1"
"4502",92278,"San Bernardino County","CA",6071,"H1"
"4503",92317,"San Bernardino County","CA",6071,"H1"
