"","ZIP","COUNTYNAME","STATE","STCOUNTYFP","CLASSFP"
"3420",91006,"Los Angeles County","CA",6037,"H1"
"3421",91046,"Los Angeles County","CA",6037,"H1"
"3422",91108,"Los Angeles County","CA",6037,"H1"
"3423",93550,"Los Angeles County","CA",6037,"H1"
"3424",93590,"Los Angeles County","CA",6037,"H1"
"3425",93552,"Los Angeles County","CA",6037,"H1"
"3426",91402,"Los Angeles County","CA",6037,"H1"
"3427",91405,"Los Angeles County","CA",6037,"H1"
"3428",91344,"Los Angeles County","CA",6037,"H1"
"3429",91362,"Los Angeles County","CA",6037,"H1"
"3430",91617,"Los Angeles County","CA",6037,"H1"
"3431",91302,"Los Angeles County","CA",6037,"H1"
"3432",91321,"Los Angeles County","CA",6037,"H1"
"3433",91330,"Los Angeles County","CA",6037,"H1"
"3434",91748,"Los Angeles County","CA",6037,"H1"
"3435",91754,"Los Angeles County","CA",6037,"H1"
"3436",91744,"Los Angeles County","CA",6037,"H1"
"3437",91715,"Los Angeles County","CA",6037,"H1"
"3438",91765,"Los Angeles County","CA",6037,"H1"
"3439",91790,"Los Angeles County","CA",6037,"H1"
"3440",90603,"Los Angeles County","CA",6037,"H1"
"3441",90605,"Los Angeles County","CA",6037,"H1"
"3442",90307,"Los Angeles County","CA",6037,"H1"
"3443",90209,"Los Angeles County","CA",6037,"H1"
"3444",91507,"Los Angeles County","CA",6037,"H1"
"3445",91778,"Los Angeles County","CA",6037,"H1"
"3446",91009,"Los Angeles County","CA",6037,"H1"
"3447",91408,"Los Angeles County","CA",6037,"H1"
"3448",91115,"Los Angeles County","CA",6037,"H1"
"3449",91793,"Los Angeles County","CA",6037,"H1"
"3450",90652,"Los Angeles County","CA",6037,"H1"
"3451",90295,"Los Angeles County","CA",6037,"H1"
"3452",90508,"Los Angeles County","CA",6037,"H1"
"3453",91769,"Los Angeles County","CA",6037,"H1"
"3454",91346,"Los Angeles County","CA",6037,"H1"
"3455",91365,"Los Angeles County","CA",6037,"H1"
"3456",90651,"Los Angeles County","CA",6037,"H1"
"3457",90306,"Los Angeles County","CA",6037,"H1"
"3458",90661,"Los Angeles County","CA",6037,"H1"
"3459",91199,"Los Angeles County","CA",6037,"H1"
"3460",90846,"Los Angeles County","CA",6037,"H1"
"3461",90671,"Los Angeles County","CA",6037,"H1"
"3462",90048,"Los Angeles County","CA",6037,"H1"
"3463",90039,"Los Angeles County","CA",6037,"H1"
"3464",90047,"Los Angeles County","CA",6037,"H1"
"3465",90301,"Los Angeles County","CA",6037,"H1"
"3466",90305,"Los Angeles County","CA",6037,"H1"
"3467",90293,"Los Angeles County","CA",6037,"H1"
"3468",90502,"Los Angeles County","CA",6037,"H1"
"3469",90265,"Los Angeles County","CA",6037,"H1"
"3470",90025,"Los Angeles County","CA",6037,"H1"
"3471",90004,"Los Angeles County","CA",6037,"H1"
"3472",90013,"Los Angeles County","CA",6037,"H1"
"3473",90027,"Los Angeles County","CA",6037,"H1"
"3474",90802,"Los Angeles County","CA",6037,"H1"
"3475",90805,"Los Angeles County","CA",6037,"H1"
"3476",90801,"Los Angeles County","CA",6037,"H1"
"3477",90241,"Los Angeles County","CA",6037,"H1"
"3478",90069,"Los Angeles County","CA",6037,"H1"
"3479",90220,"Los Angeles County","CA",6037,"H1"
"3480",90087,"Los Angeles County","CA",6037,"H1"
"3481",91201,"Los Angeles County","CA",6037,"H1"
"3482",91001,"Los Angeles County","CA",6037,"H1"
"3483",91203,"Los Angeles County","CA",6037,"H1"
"3484",91436,"Los Angeles County","CA",6037,"H1"
"3485",91364,"Los Angeles County","CA",6037,"H1"
"3486",91601,"Los Angeles County","CA",6037,"H1"
"3487",91605,"Los Angeles County","CA",6037,"H1"
"3488",91340,"Los Angeles County","CA",6037,"H1"
"3489",91307,"Los Angeles County","CA",6037,"H1"
"3490",91301,"Los Angeles County","CA",6037,"H1"
"3491",91313,"Los Angeles County","CA",6037,"H1"
"3492",91221,"Los Angeles County","CA",6037,"H1"
"3493",91723,"Los Angeles County","CA",6037,"H1"
"3494",91741,"Los Angeles County","CA",6037,"H1"
"3495",91803,"Los Angeles County","CA",6037,"H1"
"3496",91768,"Los Angeles County","CA",6037,"H1"
"3497",91792,"Los Angeles County","CA",6037,"H1"
"3498",90604,"Los Angeles County","CA",6037,"H1"
"3499",90637,"Los Angeles County","CA",6037,"H1"
"3500",90660,"Los Angeles County","CA",6037,"H1"
"3501",90294,"Los Angeles County","CA",6037,"H1"
"3502",90081,"Los Angeles County","CA",6037,"H1"
"3503",91210,"Los Angeles County","CA",6037,"H1"
"3504",90831,"Los Angeles County","CA",6037,"H1"
"3505",91413,"Los Angeles County","CA",6037,"H1"
"3506",91603,"Los Angeles County","CA",6037,"H1"
"3507",90095,"Los Angeles County","CA",6037,"H1"
"3508",91392,"Los Angeles County","CA",6037,"H1"
"3509",91114,"Los Angeles County","CA",6037,"H1"
"3510",91404,"Los Angeles County","CA",6037,"H1"
"3511",91614,"Los Angeles County","CA",6037,"H1"
"3512",90223,"Los Angeles County","CA",6037,"H1"
"3513",91021,"Los Angeles County","CA",6037,"H1"
"3514",90264,"Los Angeles County","CA",6037,"H1"
"3515",90507,"Los Angeles County","CA",6037,"H1"
"3516",91395,"Los Angeles County","CA",6037,"H1"
"3517",90610,"Los Angeles County","CA",6037,"H1"
"3518",90899,"Los Angeles County","CA",6037,"H1"
"3519",90084,"Los Angeles County","CA",6037,"H1"
"3520",91371,"Los Angeles County","CA",6037,"H1"
"3521",91771,"Los Angeles County","CA",6037,"H1"
"3522",91185,"Los Angeles County","CA",6037,"H1"
"3523",90029,"Los Angeles County","CA",6037,"H1"
"3524",90038,"Los Angeles County","CA",6037,"H1"
"3525",90064,"Los Angeles County","CA",6037,"H1"
"3526",90275,"Los Angeles County","CA",6037,"H1"
"3527",90291,"Los Angeles County","CA",6037,"H1"
"3528",90408,"Los Angeles County","CA",6037,"H1"
"3529",90005,"Los Angeles County","CA",6037,"H1"
"3530",90006,"Los Angeles County","CA",6037,"H1"
"3531",90023,"Los Angeles County","CA",6037,"H1"
"3532",90706,"Los Angeles County","CA",6037,"H1"
"3533",90711,"Los Angeles County","CA",6037,"H1"
"3534",91105,"Los Angeles County","CA",6037,"H1"
"3535",91007,"Los Angeles County","CA",6037,"H1"
"3536",91202,"Los Angeles County","CA",6037,"H1"
"3537",91024,"Los Angeles County","CA",6037,"H1"
"3538",93543,"Los Angeles County","CA",6037,"H1"
"3539",91355,"Los Angeles County","CA",6037,"H1"
"3540",91406,"Los Angeles County","CA",6037,"H1"
"3541",91350,"Los Angeles County","CA",6037,"H1"
"3542",91352,"Los Angeles County","CA",6037,"H1"
"3543",91354,"Los Angeles County","CA",6037,"H1"
"3544",91423,"Los Angeles County","CA",6037,"H1"
"3545",91615,"Los Angeles County","CA",6037,"H1"
"3546",91324,"Los Angeles County","CA",6037,"H1"
"3547",91205,"Los Angeles County","CA",6037,"H1"
"3548",91306,"Los Angeles County","CA",6037,"H1"
"3549",91343,"Los Angeles County","CA",6037,"H1"
"3550",91206,"Los Angeles County","CA",6037,"H1"
"3551",91755,"Los Angeles County","CA",6037,"H1"
"3552",91733,"Los Angeles County","CA",6037,"H1"
"3553",91801,"Los Angeles County","CA",6037,"H1"
"3554",91767,"Los Angeles County","CA",6037,"H1"
"3555",91789,"Los Angeles County","CA",6037,"H1"
"3556",91775,"Los Angeles County","CA",6037,"H1"
"3557",90602,"Los Angeles County","CA",6037,"H1"
"3558",90030,"Los Angeles County","CA",6037,"H1"
"3559",90409,"Los Angeles County","CA",6037,"H1"
"3560",91353,"Los Angeles County","CA",6037,"H1"
"3561",91802,"Los Angeles County","CA",6037,"H1"
"3562",91209,"Los Angeles County","CA",6037,"H1"
"3563",90609,"Los Angeles County","CA",6037,"H1"
"3564",91385,"Los Angeles County","CA",6037,"H1"
"3565",91327,"Los Angeles County","CA",6037,"H1"
"3566",91734,"Los Angeles County","CA",6037,"H1"
"3567",91788,"Los Angeles County","CA",6037,"H1"
"3568",90608,"Los Angeles County","CA",6037,"H1"
"3569",90702,"Los Angeles County","CA",6037,"H1"
"3570",90072,"Los Angeles County","CA",6037,"H1"
"3571",91222,"Los Angeles County","CA",6037,"H1"
"3572",91012,"Los Angeles County","CA",6037,"H1"
"3573",91123,"Los Angeles County","CA",6037,"H1"
"3574",91716,"Los Angeles County","CA",6037,"H1"
"3575",91521,"Los Angeles County","CA",6037,"H1"
"3576",91611,"Los Angeles County","CA",6037,"H1"
"3577",90074,"Los Angeles County","CA",6037,"H1"
"3578",90044,"Los Angeles County","CA",6037,"H1"
"3579",90057,"Los Angeles County","CA",6037,"H1"
"3580",90041,"Los Angeles County","CA",6037,"H1"
"3581",90045,"Los Angeles County","CA",6037,"H1"
"3582",90031,"Los Angeles County","CA",6037,"H1"
"3583",90028,"Los Angeles County","CA",6037,"H1"
"3584",90266,"Los Angeles County","CA",6037,"H1"
"3585",90272,"Los Angeles County","CA",6037,"H1"
"3586",90303,"Los Angeles County","CA",6037,"H1"
"3587",90304,"Los Angeles County","CA",6037,"H1"
"3588",90290,"Los Angeles County","CA",6037,"H1"
"3589",90503,"Los Angeles County","CA",6037,"H1"
"3590",90002,"Los Angeles County","CA",6037,"H1"
"3591",90020,"Los Angeles County","CA",6037,"H1"
"3592",90014,"Los Angeles County","CA",6037,"H1"
"3593",90803,"Los Angeles County","CA",6037,"H1"
"3594",90703,"Los Angeles County","CA",6037,"H1"
"3595",90717,"Los Angeles County","CA",6037,"H1"
"3596",90251,"Los Angeles County","CA",6037,"H1"
"3597",90083,"Los Angeles County","CA",6037,"H1"
"3598",91030,"Los Angeles County","CA",6037,"H1"
"3599",91010,"Los Angeles County","CA",6037,"H1"
"3600",93535,"Los Angeles County","CA",6037,"H1"
"3601",93591,"Los Angeles County","CA",6037,"H1"
"3602",91502,"Los Angeles County","CA",6037,"H1"
"3603",91345,"Los Angeles County","CA",6037,"H1"
"3604",91503,"Los Angeles County","CA",6037,"H1"
"3605",91510,"Los Angeles County","CA",6037,"H1"
"3606",91335,"Los Angeles County","CA",6037,"H1"
"3607",91303,"Los Angeles County","CA",6037,"H1"
"3608",91311,"Los Angeles County","CA",6037,"H1"
"3609",91750,"Los Angeles County","CA",6037,"H1"
"3610",91702,"Los Angeles County","CA",6037,"H1"
"3611",91745,"Los Angeles County","CA",6037,"H1"
"3612",91773,"Los Angeles County","CA",6037,"H1"
"3613",91791,"Los Angeles County","CA",6037,"H1"
"3614",90601,"Los Angeles County","CA",6037,"H1"
"3615",90670,"Los Angeles County","CA",6037,"H1"
"3616",90075,"Los Angeles County","CA",6037,"H1"
"3617",91025,"Los Angeles County","CA",6037,"H1"
"3618",91396,"Los Angeles County","CA",6037,"H1"
"3619",91416,"Los Angeles County","CA",6037,"H1"
"3620",91608,"Los Angeles County","CA",6037,"H1"
"3621",91017,"Los Angeles County","CA",6037,"H1"
"3622",90052,"Los Angeles County","CA",6037,"H1"
"3623",90073,"Los Angeles County","CA",6037,"H1"
"3624",90822,"Los Angeles County","CA",6037,"H1"
"3625",90261,"Los Angeles County","CA",6037,"H1"
"3626",93063,"Los Angeles County","CA",6037,"H1"
"3627",93599,"Los Angeles County","CA",6037,"H1"
"3628",91756,"Los Angeles County","CA",6037,"H1"
"3629",91126,"Los Angeles County","CA",6037,"H1"
"3630",90895,"Los Angeles County","CA",6037,"H1"
"3631",90049,"Los Angeles County","CA",6037,"H1"
"3632",90034,"Los Angeles County","CA",6037,"H1"
"3633",90042,"Los Angeles County","CA",6037,"H1"
"3634",90033,"Los Angeles County","CA",6037,"H1"
"3635",90036,"Los Angeles County","CA",6037,"H1"
"3636",90037,"Los Angeles County","CA",6037,"H1"
"3637",90062,"Los Angeles County","CA",6037,"H1"
"3638",90292,"Los Angeles County","CA",6037,"H1"
"3639",90003,"Los Angeles County","CA",6037,"H1"
"3640",90024,"Los Angeles County","CA",6037,"H1"
"3641",90015,"Los Angeles County","CA",6037,"H1"
"3642",90008,"Los Angeles County","CA",6037,"H1"
"3643",90504,"Los Angeles County","CA",6037,"H1"
"3644",90712,"Los Angeles County","CA",6037,"H1"
"3645",90732,"Los Angeles County","CA",6037,"H1"
"3646",90804,"Los Angeles County","CA",6037,"H1"
"3647",90701,"Los Angeles County","CA",6037,"H1"
"3648",90071,"Los Angeles County","CA",6037,"H1"
"3649",90067,"Los Angeles County","CA",6037,"H1"
"3650",90068,"Los Angeles County","CA",6037,"H1"
"3651",90094,"Los Angeles County","CA",6037,"H1"
"3652",90240,"Los Angeles County","CA",6037,"H1"
"3653",90221,"Los Angeles County","CA",6037,"H1"
"3654",90224,"Los Angeles County","CA",6037,"H1"
"3655",90260,"Los Angeles County","CA",6037,"H1"
"3656",90089,"Los Angeles County","CA",6037,"H1"
"3657",91020,"Los Angeles County","CA",6037,"H1"
"3658",91103,"Los Angeles County","CA",6037,"H1"
"3659",90814,"Los Angeles County","CA",6037,"H1"
"3660",91011,"Los Angeles County","CA",6037,"H1"
"3661",91016,"Los Angeles County","CA",6037,"H1"
"3662",91104,"Los Angeles County","CA",6037,"H1"
"3663",91041,"Los Angeles County","CA",6037,"H1"
"3664",93536,"Los Angeles County","CA",6037,"H1"
"3665",93551,"Los Angeles County","CA",6037,"H1"
"3666",93544,"Los Angeles County","CA",6037,"H1"
"3667",91390,"Los Angeles County","CA",6037,"H1"
"3668",91401,"Los Angeles County","CA",6037,"H1"
"3669",91403,"Los Angeles County","CA",6037,"H1"
"3670",91504,"Los Angeles County","CA",6037,"H1"
"3671",91376,"Los Angeles County","CA",6037,"H1"
"3672",91357,"Los Angeles County","CA",6037,"H1"
"3673",91381,"Los Angeles County","CA",6037,"H1"
"3674",91602,"Los Angeles County","CA",6037,"H1"
"3675",91607,"Los Angeles County","CA",6037,"H1"
"3676",91724,"Los Angeles County","CA",6037,"H1"
"3677",91722,"Los Angeles County","CA",6037,"H1"
"3678",91770,"Los Angeles County","CA",6037,"H1"
"3679",90606,"Los Angeles County","CA",6037,"H1"
"3680",90086,"Los Angeles County","CA",6037,"H1"
"3681",90809,"Los Angeles County","CA",6037,"H1"
"3682",91310,"Los Angeles County","CA",6037,"H1"
"3683",90623,"Los Angeles County","CA",6037,"H1"
"3684",90076,"Los Angeles County","CA",6037,"H1"
"3685",90853,"Los Angeles County","CA",6037,"H1"
"3686",91225,"Los Angeles County","CA",6037,"H1"
"3687",90833,"Los Angeles County","CA",6037,"H1"
"3688",91409,"Los Angeles County","CA",6037,"H1"
"3689",91066,"Los Angeles County","CA",6037,"H1"
"3690",91305,"Los Angeles County","CA",6037,"H1"
"3691",90747,"Los Angeles County","CA",6037,"H1"
"3692",91382,"Los Angeles County","CA",6037,"H1"
"3693",91495,"Los Angeles County","CA",6037,"H1"
"3694",91522,"Los Angeles County","CA",6037,"H1"
"3695",91383,"Los Angeles County","CA",6037,"H1"
"3696",91188,"Los Angeles County","CA",6037,"H1"
"3697",91470,"Los Angeles County","CA",6037,"H1"
"3698",91125,"Los Angeles County","CA",6037,"H1"
"3699",90263,"Los Angeles County","CA",6037,"H1"
"3700",91710,"Los Angeles County","CA",6037,"H1"
"3701",91804,"Los Angeles County","CA",6037,"H1"
"3702",91189,"Los Angeles County","CA",6037,"H1"
"3703",91896,"Los Angeles County","CA",6037,"H1"
"3704",90704,"Los Angeles County","CA",6037,"H1"
"3705",90844,"Los Angeles County","CA",6037,"H1"
"3706",90065,"Los Angeles County","CA",6037,"H1"
"3707",90055,"Los Angeles County","CA",6037,"H1"
"3708",90066,"Los Angeles County","CA",6037,"H1"
"3709",90404,"Los Angeles County","CA",6037,"H1"
"3710",90277,"Los Angeles County","CA",6037,"H1"
"3711",90280,"Los Angeles County","CA",6037,"H1"
"3712",90278,"Los Angeles County","CA",6037,"H1"
"3713",90501,"Los Angeles County","CA",6037,"H1"
"3714",90011,"Los Angeles County","CA",6037,"H1"
"3715",90009,"Los Angeles County","CA",6037,"H1"
"3716",90731,"Los Angeles County","CA",6037,"H1"
"3717",90806,"Los Angeles County","CA",6037,"H1"
"3718",90713,"Los Angeles County","CA",6037,"H1"
"3719",90755,"Los Angeles County","CA",6037,"H1"
"3720",90510,"Los Angeles County","CA",6037,"H1"
"3721",90749,"Los Angeles County","CA",6037,"H1"
"3722",90249,"Los Angeles County","CA",6037,"H1"
"3723",90093,"Los Angeles County","CA",6037,"H1"
"3724",90201,"Los Angeles County","CA",6037,"H1"
"3725",90262,"Los Angeles County","CA",6037,"H1"
"3726",90222,"Los Angeles County","CA",6037,"H1"
"3727",90239,"Los Angeles County","CA",6037,"H1"
"3728",91101,"Los Angeles County","CA",6037,"H1"
"3729",91106,"Los Angeles County","CA",6037,"H1"
"3730",90813,"Los Angeles County","CA",6037,"H1"
"3731",91040,"Los Angeles County","CA",6037,"H1"
"3732",91077,"Los Angeles County","CA",6037,"H1"
"3733",91117,"Los Angeles County","CA",6037,"H1"
"3734",93539,"Los Angeles County","CA",6037,"H1"
"3735",91384,"Los Angeles County","CA",6037,"H1"
"3736",91393,"Los Angeles County","CA",6037,"H1"
"3737",91361,"Los Angeles County","CA",6037,"H1"
"3738",91505,"Los Angeles County","CA",6037,"H1"
"3739",91331,"Los Angeles County","CA",6037,"H1"
"3740",91316,"Los Angeles County","CA",6037,"H1"
"3741",91711,"Los Angeles County","CA",6037,"H1"
"3742",91706,"Los Angeles County","CA",6037,"H1"
"3743",91740,"Los Angeles County","CA",6037,"H1"
"3744",90631,"Los Angeles County","CA",6037,"H1"
"3745",90638,"Los Angeles County","CA",6037,"H1"
"3746",90650,"Los Angeles County","CA",6037,"H1"
"3747",90051,"Los Angeles County","CA",6037,"H1"
"3748",91610,"Los Angeles County","CA",6037,"H1"
"3749",91224,"Los Angeles County","CA",6037,"H1"
"3750",91226,"Los Angeles County","CA",6037,"H1"
"3751",90406,"Los Angeles County","CA",6037,"H1"
"3752",91102,"Los Angeles County","CA",6037,"H1"
"3753",90607,"Los Angeles County","CA",6037,"H1"
"3754",90202,"Los Angeles County","CA",6037,"H1"
"3755",91386,"Los Angeles County","CA",6037,"H1"
"3756",91407,"Los Angeles County","CA",6037,"H1"
"3757",90308,"Los Angeles County","CA",6037,"H1"
"3758",90070,"Los Angeles County","CA",6037,"H1"
"3759",91709,"Los Angeles County","CA",6037,"H1"
"3760",91023,"Los Angeles County","CA",6037,"H1"
"3761",91329,"Los Angeles County","CA",6037,"H1"
"3762",90639,"Los Angeles County","CA",6037,"H1"
"3763",91714,"Los Angeles County","CA",6037,"H1"
"3764",90090,"Los Angeles County","CA",6037,"H1"
"3765",91496,"Los Angeles County","CA",6037,"H1"
"3766",91772,"Los Angeles County","CA",6037,"H1"
"3767",91182,"Los Angeles County","CA",6037,"H1"
"3768",90054,"Los Angeles County","CA",6037,"H1"
"3769",90302,"Los Angeles County","CA",6037,"H1"
"3770",90309,"Los Angeles County","CA",6037,"H1"
"3771",90001,"Los Angeles County","CA",6037,"H1"
"3772",90007,"Los Angeles County","CA",6037,"H1"
"3773",90012,"Los Angeles County","CA",6037,"H1"
"3774",90745,"Los Angeles County","CA",6037,"H1"
"3775",90505,"Los Angeles County","CA",6037,"H1"
"3776",90723,"Los Angeles County","CA",6037,"H1"
"3777",90242,"Los Angeles County","CA",6037,"H1"
"3778",90247,"Los Angeles County","CA",6037,"H1"
"3779",90211,"Los Angeles County","CA",6037,"H1"
"3780",90245,"Los Angeles County","CA",6037,"H1"
"3781",90077,"Los Angeles County","CA",6037,"H1"
"3782",90810,"Los Angeles County","CA",6037,"H1"
"3783",90807,"Los Angeles County","CA",6037,"H1"
"3784",91109,"Los Angeles County","CA",6037,"H1"
"3785",93534,"Los Angeles County","CA",6037,"H1"
"3786",93510,"Los Angeles County","CA",6037,"H1"
"3787",91356,"Los Angeles County","CA",6037,"H1"
"3788",91367,"Los Angeles County","CA",6037,"H1"
"3789",91411,"Los Angeles County","CA",6037,"H1"
"3790",91351,"Los Angeles County","CA",6037,"H1"
"3791",91380,"Los Angeles County","CA",6037,"H1"
"3792",91501,"Los Angeles County","CA",6037,"H1"
"3793",91372,"Los Angeles County","CA",6037,"H1"
"3794",91604,"Los Angeles County","CA",6037,"H1"
"3795",91606,"Los Angeles County","CA",6037,"H1"
"3796",91609,"Los Angeles County","CA",6037,"H1"
"3797",91325,"Los Angeles County","CA",6037,"H1"
"3798",91304,"Los Angeles County","CA",6037,"H1"
"3799",91326,"Los Angeles County","CA",6037,"H1"
"3800",91214,"Los Angeles County","CA",6037,"H1"
"3801",91731,"Los Angeles County","CA",6037,"H1"
"3802",90640,"Los Angeles County","CA",6037,"H1"
"3803",90060,"Los Angeles County","CA",6037,"H1"
"3804",90078,"Los Angeles County","CA",6037,"H1"
"3805",91031,"Los Angeles County","CA",6037,"H1"
"3806",91118,"Los Angeles County","CA",6037,"H1"
"3807",93553,"Los Angeles County","CA",6037,"H1"
"3808",90310,"Los Angeles County","CA",6037,"H1"
"3809",90748,"Los Angeles County","CA",6037,"H1"
"3810",91394,"Los Angeles County","CA",6037,"H1"
"3811",90714,"Los Angeles County","CA",6037,"H1"
"3812",93584,"Los Angeles County","CA",6037,"H1"
"3813",93586,"Los Angeles County","CA",6037,"H1"
"3814",91337,"Los Angeles County","CA",6037,"H1"
"3815",93560,"Los Angeles County","CA",6037,"H1"
"3816",91747,"Los Angeles County","CA",6037,"H1"
"3817",90082,"Los Angeles County","CA",6037,"H1"
"3818",93563,"Los Angeles County","CA",6037,"H1"
"3819",91334,"Los Angeles County","CA",6037,"H1"
"3820",90734,"Los Angeles County","CA",6037,"H1"
"3821",91899,"Los Angeles County","CA",6037,"H1"
"3822",91124,"Los Angeles County","CA",6037,"H1"
"3823",91482,"Los Angeles County","CA",6037,"H1"
"3824",91129,"Los Angeles County","CA",6037,"H1"
"3825",90509,"Los Angeles County","CA",6037,"H1"
"3826",90046,"Los Angeles County","CA",6037,"H1"
"3827",90040,"Los Angeles County","CA",6037,"H1"
"3828",90059,"Los Angeles County","CA",6037,"H1"
"3829",90043,"Los Angeles County","CA",6037,"H1"
"3830",90058,"Los Angeles County","CA",6037,"H1"
"3831",90061,"Los Angeles County","CA",6037,"H1"
"3832",90063,"Los Angeles County","CA",6037,"H1"
"3833",90267,"Los Angeles County","CA",6037,"H1"
"3834",90270,"Los Angeles County","CA",6037,"H1"
"3835",90017,"Los Angeles County","CA",6037,"H1"
"3836",90022,"Los Angeles County","CA",6037,"H1"
"3837",90010,"Los Angeles County","CA",6037,"H1"
"3838",90019,"Los Angeles County","CA",6037,"H1"
"3839",90744,"Los Angeles County","CA",6037,"H1"
"3840",90710,"Los Angeles County","CA",6037,"H1"
"3841",90716,"Los Angeles County","CA",6037,"H1"
"3842",90715,"Los Angeles County","CA",6037,"H1"
"3843",90250,"Los Angeles County","CA",6037,"H1"
"3844",90248,"Los Angeles County","CA",6037,"H1"
"3845",90230,"Los Angeles County","CA",6037,"H1"
"3846",90231,"Los Angeles County","CA",6037,"H1"
"3847",90232,"Los Angeles County","CA",6037,"H1"
"3848",91042,"Los Angeles County","CA",6037,"H1"
"3849",90840,"Los Angeles County","CA",6037,"H1"
"3850",90808,"Los Angeles County","CA",6037,"H1"
"3851",91107,"Los Angeles County","CA",6037,"H1"
"3852",91003,"Los Angeles County","CA",6037,"H1"
"3853",91387,"Los Angeles County","CA",6037,"H1"
"3854",91506,"Los Angeles County","CA",6037,"H1"
"3855",91342,"Los Angeles County","CA",6037,"H1"
"3856",91204,"Los Angeles County","CA",6037,"H1"
"3857",91208,"Los Angeles County","CA",6037,"H1"
"3858",91328,"Los Angeles County","CA",6037,"H1"
"3859",91207,"Los Angeles County","CA",6037,"H1"
"3860",91308,"Los Angeles County","CA",6037,"H1"
"3861",91309,"Los Angeles County","CA",6037,"H1"
"3862",91732,"Los Angeles County","CA",6037,"H1"
"3863",91746,"Los Angeles County","CA",6037,"H1"
"3864",91766,"Los Angeles County","CA",6037,"H1"
"3865",91776,"Los Angeles County","CA",6037,"H1"
"3866",91780,"Los Angeles County","CA",6037,"H1"
"3867",90832,"Los Angeles County","CA",6037,"H1"
"3868",93532,"Los Angeles County","CA",6037,"H1"
"3869",91499,"Los Angeles County","CA",6037,"H1"
"3870",91426,"Los Angeles County","CA",6037,"H1"
"3871",91341,"Los Angeles County","CA",6037,"H1"
"3872",90053,"Los Angeles County","CA",6037,"H1"
"3873",90296,"Los Angeles County","CA",6037,"H1"
"3874",90506,"Los Angeles County","CA",6037,"H1"
"3875",91043,"Los Angeles County","CA",6037,"H1"
"3876",91008,"Los Angeles County","CA",6037,"H1"
"3877",91116,"Los Angeles County","CA",6037,"H1"
"3878",91412,"Los Angeles County","CA",6037,"H1"
"3879",91508,"Los Angeles County","CA",6037,"H1"
"3880",90091,"Los Angeles County","CA",6037,"H1"
"3881",90630,"Los Angeles County","CA",6037,"H1"
"3882",90707,"Los Angeles County","CA",6037,"H1"
"3883",90050,"Los Angeles County","CA",6037,"H1"
"3884",91333,"Los Angeles County","CA",6037,"H1"
"3885",90099,"Los Angeles County","CA",6037,"H1"
"3886",91523,"Los Angeles County","CA",6037,"H1"
"3887",90662,"Los Angeles County","CA",6037,"H1"
"3888",93243,"Los Angeles County","CA",6037,"H1"
"3889",91121,"Los Angeles County","CA",6037,"H1"
"3890",91184,"Los Angeles County","CA",6037,"H1"
"3891",91786,"Los Angeles County","CA",6037,"H1"
"3892",91612,"Los Angeles County","CA",6037,"H1"
"3893",93644,"Madera County","CA",6039,"H1"
"3894",93639,"Madera County","CA",6039,"H1"
"3895",93643,"Madera County","CA",6039,"H1"
"3896",93630,"Madera County","CA",6039,"H1"
"3897",93620,"Madera County","CA",6039,"H1"
"3898",93637,"Madera County","CA",6039,"H1"
"3899",93636,"Madera County","CA",6039,"H1"
"3900",93601,"Madera County","CA",6039,"H1"
"3901",93614,"Madera County","CA",6039,"H1"
"3902",93653,"Madera County","CA",6039,"H1"
"3903",93669,"Madera County","CA",6039,"H1"
"3904",93604,"Madera County","CA",6039,"H1"
"3905",93610,"Madera County","CA",6039,"H1"
"3906",93645,"Madera County","CA",6039,"H1"
"3907",93622,"Madera County","CA",6039,"H1"
"3908",93638,"Madera County","CA",6039,"H1"
"3909",93602,"Madera County","CA",6039,"H1"
"3910",93626,"Madera County","CA",6039,"H1"
"3911",94903,"Marin County","CA",6041,"H1"
"3912",94901,"Marin County","CA",6041,"H1"
"3913",94949,"Marin County","CA",6041,"H1"
"3914",94913,"Marin County","CA",6041,"H1"
"3915",94912,"Marin County","CA",6041,"H1"
"3916",94970,"Marin County","CA",6041,"H1"
"3917",94933,"Marin County","CA",6041,"H1"
"3918",94950,"Marin County","CA",6041,"H1"
"3919",94974,"Marin County","CA",6041,"H1"
"3920",94941,"Marin County","CA",6041,"H1"
"3921",94965,"Marin County","CA",6041,"H1"
"3922",94966,"Marin County","CA",6041,"H1"
"3923",94963,"Marin County","CA",6041,"H1"
"3924",94930,"Marin County","CA",6041,"H1"
"3925",94956,"Marin County","CA",6041,"H1"
"3926",94952,"Marin County","CA",6041,"H1"
"3927",94945,"Marin County","CA",6041,"H1"
"3928",94939,"Marin County","CA",6041,"H1"
"3929",94973,"Marin County","CA",6041,"H1"
"3930",94942,"Marin County","CA",6041,"H1"
"3931",94964,"Marin County","CA",6041,"H1"
"3932",94940,"Marin County","CA",6041,"H1"
"3933",94976,"Marin County","CA",6041,"H1"
"3934",94979,"Marin County","CA",6041,"H1"
"3935",94925,"Marin County","CA",6041,"H1"
"3936",94920,"Marin County","CA",6041,"H1"
"3937",94948,"Marin County","CA",6041,"H1"
"3938",94938,"Marin County","CA",6041,"H1"
"3939",94904,"Marin County","CA",6041,"H1"
"3940",94937,"Marin County","CA",6041,"H1"
"3941",94924,"Marin County","CA",6041,"H1"
